HyperLR_Group,Seed,Epoch,Train_Loss,Val_Acc,LR,WD
0.0,38042,0,1.9745713364028932,0.3037,0.00033000000985339284,0.07000000029802322
0.0,38042,1,1.7689005041503907,0.394,0.00033000000985339284,0.07000000029802322
0.0,38042,2,1.6762651696777344,0.4169,0.00033000000985339284,0.07000000029802322
0.0,38042,3,1.6270392037582397,0.4255,0.00033000000985339284,0.07000000029802322
0.0,38042,4,1.578300947341919,0.4442,0.00033000000985339284,0.07000000029802322
0.0,38042,5,1.543215192642212,0.4721,0.00033000000985339284,0.07000000029802322
0.0,38042,6,1.5120771713256835,0.4575,0.00033000000985339284,0.07000000029802322
0.0,38042,7,1.487820652885437,0.4725,0.00033000000985339284,0.07000000029802322
0.0,38042,8,1.4708507262420654,0.4922,0.00033000000985339284,0.07000000029802322
0.0,38042,9,1.4418845782852172,0.5016,0.00033000000985339284,0.07000000029802322
0.0,38042,10,1.4319499243164062,0.4993,0.00033000000985339284,0.07000000029802322
0.0,38042,11,1.4106010557174682,0.4889,0.00033000000985339284,0.07000000029802322
0.0,38042,12,1.3980905211257935,0.507,0.00033000000985339284,0.07000000029802322
0.0,38042,13,1.382874082221985,0.5051,0.00033000000985339284,0.07000000029802322
0.0,38042,14,1.3677130644989013,0.4943,0.00033000000985339284,0.07000000029802322
0.0,38042,15,1.3539411527633667,0.5098,0.00033000000985339284,0.07000000029802322
0.0,38042,16,1.336821152458191,0.5065,0.00033000000985339284,0.07000000029802322
0.0,38042,17,1.3249479064178467,0.5353,0.00033000000985339284,0.07000000029802322
0.0,38042,18,1.3121526949310303,0.5435,0.00033000000985339284,0.07000000029802322
0.0,38042,19,1.2847843723297119,0.5332,0.00033000000985339284,0.07000000029802322
0.0,38042,20,1.2740901692581177,0.5461,0.00033000000985339284,0.07000000029802322
0.0,38042,21,1.2658407802963256,0.5463,0.00033000000985339284,0.07000000029802322
0.0,38042,22,1.247696916885376,0.5539,0.00033000000985339284,0.07000000029802322
0.0,38042,23,1.2287187168121338,0.5584,0.00033000000985339284,0.07000000029802322
0.0,38042,24,1.216927841873169,0.5631,0.00033000000985339284,0.07000000029802322
0.0,38042,25,1.2049120910263063,0.5602,0.00033000000985339284,0.07000000029802322
0.0,38042,26,1.1885011350250245,0.5693,0.00033000000985339284,0.07000000029802322
0.0,38042,27,1.175217294845581,0.5864,0.00033000000985339284,0.07000000029802322
0.0,38042,28,1.1581016151046752,0.5861,0.00033000000985339284,0.07000000029802322
0.0,38042,29,1.1407168591308594,0.5879,0.00033000000985339284,0.07000000029802322
0.0,38042,30,1.1296455596160888,0.5907,0.00033000000985339284,0.07000000029802322
0.0,38042,31,1.1133173226165771,0.6085,0.00033000000985339284,0.07000000029802322
0.0,38042,32,1.0966182459640503,0.6074,0.00033000000985339284,0.07000000029802322
0.0,38042,33,1.0786908391571044,0.6093,0.00033000000985339284,0.07000000029802322
0.0,38042,34,1.0619579293060302,0.611,0.00033000000985339284,0.07000000029802322
0.0,38042,35,1.0437507165145874,0.614,0.00033000000985339284,0.07000000029802322
0.0,38042,36,1.029961995010376,0.6288,0.00033000000985339284,0.07000000029802322
0.0,38042,37,1.0111658071899414,0.6327,0.00033000000985339284,0.07000000029802322
0.0,38042,38,1.0025752468681335,0.6339,0.00033000000985339284,0.07000000029802322
0.0,38042,39,0.9826666098022461,0.6487,0.00033000000985339284,0.07000000029802322
0.0,38042,40,0.9698740742492675,0.6347,0.00033000000985339284,0.07000000029802322
0.0,38042,41,0.9479924467849732,0.6456,0.00033000000985339284,0.07000000029802322
0.0,38042,42,0.9359362065505982,0.6412,0.00033000000985339284,0.07000000029802322
0.0,38042,43,0.9231124718093872,0.6631,0.00033000000985339284,0.07000000029802322
0.0,38042,44,0.9130971539497376,0.6629,0.00033000000985339284,0.07000000029802322
0.0,38042,45,0.8952715592384338,0.6617,0.00033000000985339284,0.07000000029802322
0.0,38042,46,0.8762742370414733,0.6649,0.00033000000985339284,0.07000000029802322
0.0,38042,47,0.866725564289093,0.6679,0.00033000000985339284,0.07000000029802322
0.0,38042,48,0.8485278931999206,0.6763,0.00033000000985339284,0.07000000029802322
0.0,38042,49,0.8361050699996948,0.6653,0.00033000000985339284,0.07000000029802322
0.0,38042,50,0.8241541190719605,0.6799,0.00033000000985339284,0.07000000029802322
0.0,38042,51,0.8103005038642883,0.6893,0.00033000000985339284,0.07000000029802322
0.0,38042,52,0.7917183058166504,0.6873,0.00033000000985339284,0.07000000029802322
0.0,38042,53,0.7837628860855103,0.6827,0.00033000000985339284,0.07000000029802322
0.0,38042,54,0.765542966003418,0.6809,0.00033000000985339284,0.07000000029802322
0.0,38042,55,0.7553613924026489,0.6834,0.00033000000985339284,0.07000000029802322
0.0,38042,56,0.7439086633300781,0.6971,0.00033000000985339284,0.07000000029802322
0.0,38042,57,0.727736415348053,0.6936,0.00033000000985339284,0.07000000029802322
0.0,38042,58,0.719299731502533,0.6873,0.00033000000985339284,0.07000000029802322
0.0,38042,59,0.7015552356529235,0.7006,0.00033000000985339284,0.07000000029802322
0.0,38042,60,0.7038857411575318,0.694,0.00033000000985339284,0.07000000029802322
0.0,38042,61,0.6803384231567383,0.6996,0.00033000000985339284,0.07000000029802322
0.0,38042,62,0.6721571419143677,0.7003,0.00033000000985339284,0.07000000029802322
0.0,38042,63,0.6647251179122925,0.707,0.00033000000985339284,0.07000000029802322
0.0,38042,64,0.6466329593276977,0.7078,0.00033000000985339284,0.07000000029802322
0.0,38042,65,0.6362806147193909,0.7082,0.00033000000985339284,0.07000000029802322
0.0,38042,66,0.6303810264778137,0.7037,0.00033000000985339284,0.07000000029802322
0.0,38042,67,0.6222801197052001,0.705,0.00033000000985339284,0.07000000029802322
0.0,38042,68,0.6043470469093323,0.7021,0.00033000000985339284,0.07000000029802322
0.0,38042,69,0.6024163808059693,0.7101,0.00033000000985339284,0.07000000029802322
0.0,217401,0,1.99835172416687,0.3657,0.00033000000985339284,0.07000000029802322
0.0,217401,1,1.732583170814514,0.3749,0.00033000000985339284,0.07000000029802322
0.0,217401,2,1.6404619817352295,0.4259,0.00033000000985339284,0.07000000029802322
0.0,217401,3,1.5853846370697022,0.4472,0.00033000000985339284,0.07000000029802322
0.0,217401,4,1.5424046963882447,0.4526,0.00033000000985339284,0.07000000029802322
0.0,217401,5,1.5076142890167237,0.4786,0.00033000000985339284,0.07000000029802322
0.0,217401,6,1.481974990310669,0.4705,0.00033000000985339284,0.07000000029802322
0.0,217401,7,1.4623818968963622,0.4898,0.00033000000985339284,0.07000000029802322
0.0,217401,8,1.434505920791626,0.4936,0.00033000000985339284,0.07000000029802322
0.0,217401,9,1.4135795903396606,0.4907,0.00033000000985339284,0.07000000029802322
0.0,217401,10,1.3972488848495483,0.5057,0.00033000000985339284,0.07000000029802322
0.0,217401,11,1.373696625289917,0.5111,0.00033000000985339284,0.07000000029802322
0.0,217401,12,1.3604899105072021,0.5228,0.00033000000985339284,0.07000000029802322
0.0,217401,13,1.348995315322876,0.5335,0.00033000000985339284,0.07000000029802322
0.0,217401,14,1.3315105571365355,0.5293,0.00033000000985339284,0.07000000029802322
0.0,217401,15,1.3112575114440919,0.536,0.00033000000985339284,0.07000000029802322
0.0,217401,16,1.2995702565765381,0.5395,0.00033000000985339284,0.07000000029802322
0.0,217401,17,1.290799911994934,0.5451,0.00033000000985339284,0.07000000029802322
0.0,217401,18,1.2670284473419189,0.5515,0.00033000000985339284,0.07000000029802322
0.0,217401,19,1.2547496265411378,0.5495,0.00033000000985339284,0.07000000029802322
0.0,217401,20,1.2442994442749022,0.5534,0.00033000000985339284,0.07000000029802322
0.0,217401,21,1.227483413963318,0.5675,0.00033000000985339284,0.07000000029802322
0.0,217401,22,1.2188521204376221,0.5767,0.00033000000985339284,0.07000000029802322
0.0,217401,23,1.2043743148803712,0.5642,0.00033000000985339284,0.07000000029802322
0.0,217401,24,1.1920741481781005,0.5732,0.00033000000985339284,0.07000000029802322
0.0,217401,25,1.177327642211914,0.5783,0.00033000000985339284,0.07000000029802322
0.0,217401,26,1.1654548263168334,0.5931,0.00033000000985339284,0.07000000029802322
0.0,217401,27,1.151197285232544,0.5922,0.00033000000985339284,0.07000000029802322
0.0,217401,28,1.1384828959274291,0.5915,0.00033000000985339284,0.07000000029802322
0.0,217401,29,1.1212359506225587,0.585,0.00033000000985339284,0.07000000029802322
0.0,217401,30,1.1114970207214356,0.5999,0.00033000000985339284,0.07000000029802322
0.0,217401,31,1.098740489501953,0.6048,0.00033000000985339284,0.07000000029802322
0.0,217401,32,1.0808974768066406,0.6077,0.00033000000985339284,0.07000000029802322
0.0,217401,33,1.0664769401550294,0.6076,0.00033000000985339284,0.07000000029802322
0.0,217401,34,1.0519917054748535,0.614,0.00033000000985339284,0.07000000029802322
0.0,217401,35,1.0394521020889282,0.6221,0.00033000000985339284,0.07000000029802322
0.0,217401,36,1.025741194267273,0.6212,0.00033000000985339284,0.07000000029802322
0.0,217401,37,1.0057307118606567,0.628,0.00033000000985339284,0.07000000029802322
0.0,217401,38,0.9926686517333985,0.6406,0.00033000000985339284,0.07000000029802322
0.0,217401,39,0.976519871749878,0.6342,0.00033000000985339284,0.07000000029802322
0.0,217401,40,0.9672042816352844,0.6443,0.00033000000985339284,0.07000000029802322
0.0,217401,41,0.9525432233810425,0.6447,0.00033000000985339284,0.07000000029802322
0.0,217401,42,0.9323264123153686,0.6556,0.00033000000985339284,0.07000000029802322
0.0,217401,43,0.919995828704834,0.651,0.00033000000985339284,0.07000000029802322
0.0,217401,44,0.9019212338638306,0.6547,0.00033000000985339284,0.07000000029802322
0.0,217401,45,0.8871854942321777,0.6585,0.00033000000985339284,0.07000000029802322
0.0,217401,46,0.8785284646606445,0.6678,0.00033000000985339284,0.07000000029802322
0.0,217401,47,0.8588964668655396,0.6709,0.00033000000985339284,0.07000000029802322
0.0,217401,48,0.8526947764968872,0.6706,0.00033000000985339284,0.07000000029802322
0.0,217401,49,0.8340418819999695,0.6699,0.00033000000985339284,0.07000000029802322
0.0,217401,50,0.8260864941596985,0.677,0.00033000000985339284,0.07000000029802322
0.0,217401,51,0.8105444256973267,0.6733,0.00033000000985339284,0.07000000029802322
0.0,217401,52,0.7962962097358703,0.6694,0.00033000000985339284,0.07000000029802322
0.0,217401,53,0.7836531367874146,0.6855,0.00033000000985339284,0.07000000029802322
0.0,217401,54,0.7768813241004944,0.6786,0.00033000000985339284,0.07000000029802322
0.0,217401,55,0.76030663936615,0.6772,0.00033000000985339284,0.07000000029802322
0.0,217401,56,0.7452216996574402,0.6909,0.00033000000985339284,0.07000000029802322
0.0,217401,57,0.7351539960098267,0.6811,0.00033000000985339284,0.07000000029802322
0.0,217401,58,0.7220988813018799,0.6934,0.00033000000985339284,0.07000000029802322
0.0,217401,59,0.71159733045578,0.6911,0.00033000000985339284,0.07000000029802322
0.0,217401,60,0.7048581295204163,0.6895,0.00033000000985339284,0.07000000029802322
0.0,217401,61,0.6886508806228637,0.686,0.00033000000985339284,0.07000000029802322
0.0,217401,62,0.6808843169212341,0.6946,0.00033000000985339284,0.07000000029802322
0.0,217401,63,0.6650446739196777,0.6944,0.00033000000985339284,0.07000000029802322
0.0,217401,64,0.6605894187355041,0.6919,0.00033000000985339284,0.07000000029802322
0.0,217401,65,0.6485331234169006,0.6967,0.00033000000985339284,0.07000000029802322
0.0,217401,66,0.630696736831665,0.6991,0.00033000000985339284,0.07000000029802322
0.0,217401,67,0.6207814664840698,0.695,0.00033000000985339284,0.07000000029802322
0.0,217401,68,0.6156121406936645,0.7078,0.00033000000985339284,0.07000000029802322
0.0,217401,69,0.5995519205379486,0.6938,0.00033000000985339284,0.07000000029802322
1e-10,38042,0,1.9745713364028932,0.3037,0.0002640000020619482,0.06999897956848145
1e-10,38042,1,1.7574975048065185,0.3955,0.0002640000020619482,0.06999897956848145
1e-10,38042,2,1.6715740829467773,0.4114,0.0002409909211564809,0.06999900937080383
1e-10,38042,3,1.616125259742737,0.4311,0.0002409909211564809,0.06999900937080383
1e-10,38042,4,1.5716859997940062,0.4424,0.00024647763348184526,0.06999862939119339
1e-10,38042,5,1.5358795764160156,0.4732,0.00024647763348184526,0.06999862939119339
1e-10,38042,6,1.5044346504592896,0.4701,0.00022194090706761926,0.06999862939119339
1e-10,38042,7,1.4753444675445557,0.46,0.00022194090706761926,0.06999862939119339
1e-10,38042,8,1.4557191887664795,0.4855,0.00017755271983332932,0.0699993297457695
1e-10,38042,9,1.4167591732406617,0.5046,0.00017755271983332932,0.0699993297457695
1e-10,38042,10,1.4048039329528808,0.5011,0.00014204217586666346,0.06999930739402771
1e-10,38042,11,1.3730862518310547,0.5137,0.00014204217586666346,0.06999930739402771
1e-10,38042,12,1.3624928296661376,0.5043,0.0001704506139503792,0.06999940425157547
1e-10,38042,13,1.3568262856674194,0.5143,0.0001704506139503792,0.06999940425157547
1e-10,38042,14,1.3468120697402954,0.5028,0.00013636049698106945,0.06999942660331726
1e-10,38042,15,1.3216826224899292,0.5247,0.00013636049698106945,0.06999942660331726
1e-10,38042,16,1.3082373798370361,0.5219,0.00016363259055651724,0.06999945640563965
1e-10,38042,17,1.3128356634140015,0.5388,0.00016363259055651724,0.06999945640563965
1e-10,38042,18,1.3005331548309327,0.5337,0.00013131626474205405,0.06999953836202621
1e-10,38042,19,1.2696792359542846,0.5382,0.00013131626474205405,0.06999953836202621
1e-10,38042,20,1.25831391456604,0.5475,0.0001520530931884423,0.06999929994344711
1e-10,38042,21,1.2604222104263305,0.5416,0.0001520530931884423,0.06999929994344711
1e-10,38042,22,1.2482946494293212,0.5507,0.0001824637147365138,0.06999891996383667
1e-10,38042,23,1.2504687500762939,0.5584,0.0001824637147365138,0.06999891996383667
1e-10,38042,24,1.2449872536849975,0.5515,0.0002189564547734335,0.06999850273132324
1e-10,38042,25,1.2500999491119384,0.5482,0.0002189564547734335,0.06999850273132324
1e-10,38042,26,1.2371396237182617,0.5561,0.0002627477515488863,0.06999821215867996
1e-10,38042,27,1.2464343268203735,0.5487,0.0002627477515488863,0.06999821215867996
1e-10,38042,28,1.2365344944000245,0.5588,0.00021019819541834295,0.06999844312667847
1e-10,38042,29,1.1949596871185302,0.5604,0.00021019819541834295,0.06999844312667847
1e-10,38042,30,1.1885359350967408,0.5559,0.00016815855633467436,0.06999807804822922
1e-10,38042,31,1.1538156015777588,0.591,0.00016815855633467436,0.06999807804822922
1e-10,38042,32,1.1422189226150512,0.5835,0.00020179027342237532,0.0699986070394516
1e-10,38042,33,1.1467247818756103,0.582,0.00020179027342237532,0.0699986070394516
1e-10,38042,34,1.1350144458389282,0.5874,0.00016143222455866635,0.06999848783016205
1e-10,38042,35,1.0995351400375366,0.5871,0.00016143222455866635,0.06999848783016205
1e-10,38042,36,1.0886129950714112,0.6077,0.0001937186752911657,0.0699983462691307
1e-10,38042,37,1.0913116234588622,0.6026,0.0001937186752911657,0.0699983462691307
1e-10,38042,38,1.0856432415008546,0.6051,0.0002185899211326614,0.06999832391738892
1e-10,38042,39,1.0855465871810912,0.6131,0.0002185899211326614,0.06999832391738892
1e-10,38042,40,1.071610871734619,0.5959,0.0002310005365870893,0.06999846547842026
1e-10,38042,41,1.0601637183761596,0.607,0.0002310005365870893,0.06999846547842026
1e-10,38042,42,1.047990051498413,0.616,0.00027720065554603934,0.06999783962965012
1e-10,38042,43,1.059147060470581,0.6167,0.00027720065554603934,0.06999783962965012
1e-10,38042,44,1.0500855145072936,0.6185,0.00033264077501371503,0.06999730318784714
1e-10,38042,45,1.0538370520401001,0.6149,0.00033264077501371503,0.06999730318784714
1e-10,38042,46,1.0380904055786133,0.6116,0.0003449979121796787,0.06999725848436356
1e-10,38042,47,1.0354480743408203,0.6369,0.0003449979121796787,0.06999725848436356
1e-10,38042,48,1.0156361350250245,0.6379,0.0004139975062571466,0.0699973851442337
1e-10,38042,49,1.030192821598053,0.6036,0.0004139975062571466,0.0699973851442337
1e-10,38042,50,1.0123141542816163,0.6371,0.0004954723990522325,0.06999700516462326
1e-10,38042,51,1.0303062516975403,0.6428,0.0004954723990522325,0.06999700516462326
1e-10,38042,52,1.0114151028442382,0.6378,0.0004450830747373402,0.0699964091181755
1e-10,38042,53,0.9752346264648437,0.6523,0.0004450830747373402,0.0699964091181755
1e-10,38042,54,0.9569205888175965,0.6468,0.0003876467526424676,0.06999626755714417
1e-10,38042,55,0.9112629015731811,0.672,0.0003876467526424676,0.06999626755714417
1e-10,38042,56,0.8993563803482055,0.6642,0.0003541054611559957,0.06999565660953522
1e-10,38042,57,0.8685274955749511,0.6723,0.0003541054611559957,0.06999565660953522
1e-10,38042,58,0.8509329689598083,0.6692,0.00035629025660455227,0.06999589502811432
1e-10,38042,59,0.8366727731704712,0.6851,0.00035629025660455227,0.06999589502811432
1e-10,38042,60,0.8274907423210144,0.6851,0.00034748404868878424,0.06999586522579193
1e-10,38042,61,0.8062328171920776,0.6974,0.00034748404868878424,0.06999586522579193
1e-10,38042,62,0.7963193668937684,0.69,0.0002779872447717935,0.06999579817056656
1e-10,38042,63,0.7423074215507507,0.6938,0.0002779872447717935,0.06999579817056656
1e-10,38042,64,0.7324029093170166,0.6978,0.000251125602517277,0.06999571621417999
1e-10,38042,65,0.7013830731201172,0.7104,0.000251125602517277,0.06999571621417999
1e-10,38042,66,0.6882554047584534,0.7099,0.0003013507230207324,0.06999585777521133
1e-10,38042,67,0.7024380810737609,0.6941,0.0003013507230207324,0.06999585777521133
1e-10,38042,68,0.6913884420967102,0.7031,0.0003468349459581077,0.0699959471821785
1e-10,38042,69,0.7054373907852173,0.6988,0.0003468349459581077,0.0699959471821785
1e-10,217401,0,1.99835172416687,0.3657,0.00037085649091750383,0.0700002983212471
1e-10,217401,1,1.7393628887557984,0.3733,0.00037085649091750383,0.0700002983212471
1e-10,217401,2,1.644431010055542,0.4251,0.00043938602902926505,0.07000062614679337
1e-10,217401,3,1.603665312347412,0.4486,0.00043938602902926505,0.07000062614679337
1e-10,217401,4,1.558631110458374,0.4439,0.00035150881740264595,0.07000125199556351
1e-10,217401,5,1.5049308093643188,0.4802,0.00035150881740264595,0.07000125199556351
1e-10,217401,6,1.4799256917572021,0.4628,0.0003158082836307585,0.07000181078910828
1e-10,217401,7,1.4501753505325317,0.4953,0.0003158082836307585,0.07000181078910828
1e-10,217401,8,1.4286807526779175,0.4923,0.00037896994035691023,0.07000183314085007
1e-10,217401,9,1.421521378211975,0.4859,0.00037896994035691023,0.07000183314085007
1e-10,217401,10,1.4048802426147462,0.5007,0.00045476394006982446,0.070001520216465
1e-10,217401,11,1.4043822523117064,0.4956,0.00045476394006982446,0.070001520216465
1e-10,217401,12,1.3876606015777588,0.5149,0.000391629699151963,0.07000163942575455
1e-10,217401,13,1.3600796495437621,0.5314,0.000391629699151963,0.07000163942575455
1e-10,217401,14,1.3409764881134034,0.5184,0.00039422797271981835,0.07000153511762619
1e-10,217401,15,1.328423755531311,0.532,0.00039422797271981835,0.07000153511762619
1e-10,217401,16,1.3141922303390503,0.5318,0.00045490084448829293,0.07000145316123962
1e-10,217401,17,1.3203101892471314,0.5318,0.00045490084448829293,0.07000145316123962
1e-10,217401,18,1.2954328580474854,0.542,0.0004632262571249157,0.07000166922807693
1e-10,217401,19,1.2860176042938232,0.5419,0.0004632262571249157,0.07000166922807693
1e-10,217401,20,1.2744563235092163,0.5382,0.00044684839667752385,0.07000173628330231
1e-10,217401,21,1.2548681615447999,0.5527,0.00044684839667752385,0.07000173628330231
1e-10,217401,22,1.241282770690918,0.5567,0.0004888061666861176,0.0700012668967247
1e-10,217401,23,1.235636455154419,0.5495,0.0004888061666861176,0.0700012668967247
1e-10,217401,24,1.2283293109893798,0.5535,0.0004630681942217052,0.07000137865543365
1e-10,217401,25,1.202872372970581,0.5663,0.0004630681942217052,0.07000137865543365
1e-10,217401,26,1.1909044200897216,0.5795,0.00046692456817254424,0.07000170648097992
1e-10,217401,27,1.1764973371124268,0.5762,0.00046692456817254424,0.07000170648097992
1e-10,217401,28,1.1656500843048097,0.5787,0.00046799503616057336,0.0700017586350441
1e-10,217401,29,1.1436883913040161,0.5731,0.00046799503616057336,0.0700017586350441
1e-10,217401,30,1.1309336642074586,0.596,0.0004445945378392935,0.07000178843736649
1e-10,217401,31,1.1065099905014038,0.599,0.0004445945378392935,0.07000178843736649
1e-10,217401,32,1.0885836528015136,0.6056,0.00045365039841271937,0.07000172138214111
1e-10,217401,33,1.0784048697280884,0.6028,0.00045365039841271937,0.07000172138214111
1e-10,217401,34,1.0624774430847168,0.6132,0.0003974233695771545,0.07000181078910828
1e-10,217401,35,1.0317308589553833,0.6211,0.0003974233695771545,0.07000181078910828
1e-10,217401,36,1.0130991008758545,0.6227,0.00037503530620597303,0.07000220566987991
1e-10,217401,37,0.9881817263793945,0.6475,0.00037503530620597303,0.07000220566987991
1e-10,217401,38,0.9720547758865357,0.6451,0.00036407416337169707,0.0700022429227829
1e-10,217401,39,0.9522838458633422,0.6338,0.00036407416337169707,0.0700022429227829
1e-10,217401,40,0.9409099127197266,0.6489,0.0003411941579543054,0.07000217586755753
1e-10,217401,41,0.9160482484436036,0.6431,0.0003411941579543054,0.07000217586755753
1e-10,217401,42,0.8949151596450806,0.6571,0.0003769337199628353,0.07000210881233215
1e-10,217401,43,0.895023478679657,0.6606,0.0003769337199628353,0.07000210881233215
1e-10,217401,44,0.88292717212677,0.6634,0.0003581829369068146,0.07000194489955902
1e-10,217401,45,0.8580570205688477,0.6601,0.0003581829369068146,0.07000194489955902
1e-10,217401,46,0.8482803056907654,0.6608,0.000403976155212149,0.0700017511844635
1e-10,217401,47,0.850798927268982,0.6637,0.000403976155212149,0.0700017511844635
1e-10,217401,48,0.846060109386444,0.6728,0.0003535045252647251,0.07000147551298141
1e-10,217401,49,0.8083303578186035,0.6693,0.0003535045252647251,0.07000147551298141
1e-10,217401,50,0.791265698890686,0.6758,0.00035288758226670325,0.07000166922807693
1e-10,217401,51,0.7800857501029969,0.672,0.00035288758226670325,0.07000166922807693
1e-10,217401,52,0.7623489112472535,0.6777,0.00038616129313595593,0.07000158727169037
1e-10,217401,53,0.7643871825790405,0.6846,0.00038616129313595593,0.07000158727169037
1e-10,217401,54,0.7564100531196595,0.6755,0.0004165376885794103,0.07000158727169037
1e-10,217401,55,0.7565189172554017,0.682,0.0004165376885794103,0.07000158727169037
1e-10,217401,56,0.7479649360656738,0.6857,0.0003857555566355586,0.07000144571065903
1e-10,217401,57,0.7226397222709656,0.6885,0.0003857555566355586,0.07000144571065903
1e-10,217401,58,0.70610470413208,0.6897,0.00032147360616363585,0.07000143080949783
1e-10,217401,59,0.6666377074241638,0.6962,0.00032147360616363585,0.07000143080949783
1e-10,217401,60,0.6538826120376587,0.6916,0.00036300322972238064,0.07000136375427246
1e-10,217401,61,0.6608897862434387,0.6836,0.00036300322972238064,0.07000136375427246
1e-10,217401,62,0.6604284624671936,0.6897,0.00038209412014111876,0.07000120729207993
1e-10,217401,63,0.649189195728302,0.6971,0.00038209412014111876,0.07000120729207993
1e-10,217401,64,0.6404504230117798,0.691,0.00040218973299488425,0.07000111043453217
1e-10,217401,65,0.6435628886795044,0.6939,0.00040218973299488425,0.07000111043453217
1e-10,217401,66,0.6364441569709778,0.6936,0.0003217517805751413,0.07000074535608292
1e-10,217401,67,0.5860324786758423,0.7025,0.0003217517805751413,0.07000074535608292
1e-10,217401,68,0.575485406551361,0.7,0.0003861021250486374,0.07000061124563217
1e-10,217401,69,0.5861753734207154,0.6954,0.0003861021250486374,0.07000061124563217
