Seed,Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,LR,WD,Time_Sec
38042,0,1.9745713364028932,0.24418,1.8507481851577758,0.3037,0.0002640000020619482,0.0698980987071991,18.16031050682068
38042,1,1.7574975048065185,0.33738,1.649261349105835,0.3955,0.0002640000020619482,0.0698980987071991,17.65161442756653
38042,2,1.6715740829467773,0.37938,1.6173555166244507,0.4114,0.00021120000747032464,0.06990145146846771,18.207045793533325
38042,3,1.6090016937637328,0.40544,1.5694923875808715,0.4291,0.00021120000747032464,0.06990145146846771,18.395643711090088
38042,4,1.5670600274658204,0.42148,1.5530933616638183,0.4391,0.00016896000306587666,0.06985867023468018,18.897472381591797
38042,5,1.519439139099121,0.44184,1.4389693397521972,0.4842,0.00016896000306587666,0.06985867023468018,18.58461093902588
38042,6,1.4903883660507202,0.45172,1.4109487478256226,0.4818,0.00013516799663193524,0.06986486911773682,18.383531093597412
38042,7,1.460684129676819,0.4661,1.439459407043457,0.4717,0.00013516799663193524,0.06986486911773682,18.497061491012573
38042,8,1.4397232320404052,0.4743,1.4051545791625977,0.4884,0.00016220159886870533,0.06990422308444977,18.802555799484253
38042,9,1.429944343032837,0.47986,1.387281823539734,0.5009,0.00016220159886870533,0.06990422308444977,18.550002336502075
38042,10,1.4172297597503662,0.48312,1.3921711378097534,0.4983,0.00012976127618458122,0.06990896910429001,18.615904092788696
38042,11,1.3860465451812745,0.49644,1.3574586183547974,0.5103,0.00012976127618458122,0.06990896910429001,18.89989161491394
38042,12,1.3761127709197998,0.49924,1.379097498893738,0.5029,0.00015571352560073137,0.06992612034082413,19.210014820098877
38042,13,1.3687467162704468,0.49918,1.351499967956543,0.5117,0.00015571352560073137,0.06992612034082413,18.56352686882019
38042,14,1.359161390914917,0.5054,1.3921286727905273,0.5009,0.0001245708263013512,0.06993210315704346,18.548444271087646
38042,15,1.3332430776214599,0.51608,1.3111665952682494,0.5253,0.0001245708263013512,0.06993210315704346,18.5449481010437
38042,16,1.3195208710098267,0.51924,1.3196100664138795,0.522,0.00014948498574085534,0.06992949545383453,18.792587995529175
38042,17,1.3240165630340577,0.5182,1.2983535385131837,0.5386,0.00014948498574085534,0.06992949545383453,18.575117588043213
38042,18,1.310469528503418,0.5263,1.2989221839904785,0.5329,0.00011958798859268427,0.06993965059518814,18.58688712120056
38042,19,1.2812714597320556,0.53304,1.2992448366165161,0.5329,0.00011958798859268427,0.06993965059518814,18.652032375335693
38042,20,1.2697791379547119,0.53868,1.2900597133636476,0.5384,9.567038796376437e-05,0.06991754472255707,18.607412815093994
38042,21,1.250860602645874,0.54514,1.2628312311172485,0.5423,9.567038796376437e-05,0.06991754472255707,18.534876346588135
38042,22,1.2383345930099487,0.55386,1.2439791301727294,0.5529,0.00011480446846690029,0.06987488269805908,18.598615646362305
38042,23,1.2372393088912963,0.5512,1.224748250579834,0.5601,0.00011480446846690029,0.06987488269805908,18.499566555023193
38042,24,1.2318470963287353,0.55176,1.2425385980606078,0.5535,9.184357622871175e-05,0.0698697566986084,18.728591203689575
38042,25,1.2138777645492553,0.56262,1.2195472427368164,0.5643,9.184357622871175e-05,0.0698697566986084,18.665431022644043
38042,26,1.1985921085357667,0.56598,1.2240770195007324,0.5644,0.0001102122914744541,0.06988894194364548,18.54647397994995
38042,27,1.2050733044433595,0.5663,1.2078958280563354,0.5707,0.0001102122914744541,0.06988894194364548,18.56856918334961
38042,28,1.195032456741333,0.56858,1.2026092905044556,0.5724,8.816983608994633e-05,0.06988441199064255,18.565770864486694
38042,29,1.1699361072540284,0.57576,1.1933917795181275,0.5756,8.816983608994633e-05,0.06988441199064255,18.637913465499878
38042,30,1.1659891944122314,0.57774,1.2242433462142945,0.5609,0.0001058038033079356,0.06988272815942764,18.525084257125854
38042,31,1.168531287727356,0.5763,1.176613452720642,0.5795,0.0001058038033079356,0.06988272815942764,18.570481538772583
38042,32,1.1609866235351562,0.58088,1.1955851334571839,0.5714,0.00012696455814875662,0.06990885734558105,18.37005615234375
38042,33,1.1671532515716552,0.57948,1.1885481918334961,0.5795,0.00012696455814875662,0.06990885734558105,18.585336923599243
38042,34,1.1566049590301513,0.58306,1.1807798818588258,0.5831,0.00010157164797419682,0.06990844756364822,18.71142888069153
38042,35,1.132082568435669,0.59136,1.1838646118164062,0.5826,0.00010157164797419682,0.06990844756364822,18.535733699798584
38042,36,1.1178907748413085,0.5954,1.1477491563796998,0.5926,0.00012188597611384466,0.06989691406488419,18.420270442962646
38042,37,1.1250287689971923,0.59254,1.1471438616752625,0.5944,0.00012188597611384466,0.06989691406488419,18.523288249969482
38042,38,1.1227096726226806,0.59772,1.15475209980011,0.5956,0.0001462631771573797,0.06988801062107086,18.692298412322998
38042,39,1.1257703090286255,0.59282,1.1502516597747803,0.5972,0.0001462631771573797,0.06988801062107086,18.416176557540894
38042,40,1.1205492784500122,0.59762,1.1791299083709716,0.5772,0.0001170105388155207,0.06989187002182007,18.56556248664856
38042,41,1.0867168103790283,0.61176,1.1446771082878113,0.598,0.0001170105388155207,0.06989187002182007,18.457878589630127
38042,42,1.077301849861145,0.61182,1.121777518939972,0.6001,0.00014041265239939094,0.06988733261823654,18.405951023101807
38042,43,1.0865599836349487,0.61,1.1541560928344727,0.5887,0.00014041265239939094,0.06988733261823654,18.40919828414917
38042,44,1.0781136659049988,0.61264,1.1423769708633422,0.6004,0.00016849518578965217,0.06982032209634781,18.487977981567383
38042,45,1.0856735279846192,0.60888,1.1304113037109376,0.6009,0.00016849518578965217,0.06982032209634781,18.5678551197052
38042,46,1.0716321420288086,0.61396,1.1694161989212035,0.5951,0.00020219422003719956,0.06981052458286285,18.469505786895752
38042,47,1.0876486499023437,0.61176,1.1039912815093995,0.6135,0.00020219422003719956,0.06981052458286285,18.39206552505493
38042,48,1.076558373451233,0.61276,1.0937113118171693,0.6102,0.00024263306113425642,0.0698346346616745,18.49735689163208
38042,49,1.0794961509513854,0.61078,1.1757520610809327,0.593,0.00024263306113425642,0.0698346346616745,18.393200159072876
38042,50,1.0714397936630249,0.61636,1.105415007019043,0.6146,0.0002911596675403416,0.06984100490808487,18.374094247817993
38042,51,1.0853313107681275,0.60978,1.0965447058677673,0.6112,0.0002911596675403416,0.06984100490808487,18.521127700805664
38042,52,1.071931254234314,0.61374,1.0775220428466796,0.6186,0.0002329277340322733,0.0698435977101326,18.55156660079956
38042,53,1.0272253886795044,0.63114,1.0762297322273255,0.6168,0.0002329277340322733,0.0698435977101326,18.533135414123535
38042,54,1.012044061317444,0.6362,1.0602175630569457,0.6243,0.00018634219304658473,0.0698305070400238,18.511543035507202
38042,55,0.9685320542907715,0.6541,1.019825460243225,0.6426,0.00018634219304658473,0.0698305070400238,18.577170610427856
38042,56,0.9517757210922241,0.65834,1.01528482837677,0.6396,0.0001490737486165017,0.0698201060295105,18.71682620048523
38042,57,0.9143559120559692,0.67378,0.9881853630065918,0.6571,0.0001490737486165017,0.0698201060295105,18.487518548965454
38042,58,0.8954529217147827,0.67966,0.9852262538909912,0.6576,0.00011925899889320135,0.0698360726237297,18.32883906364441
38042,59,0.8670582786941529,0.6885,0.959672672367096,0.6716,0.00011925899889320135,0.0698360726237297,18.52130436897278
38042,60,0.8501532526779175,0.69672,0.9619223628997803,0.6705,9.540720202494413e-05,0.06983590871095657,18.543685913085938
38042,61,0.820459976902008,0.70556,0.9491063987731934,0.6739,9.540720202494413e-05,0.06983590871095657,18.35775113105774
38042,62,0.8076872814750672,0.7099,0.9460128338813781,0.681,7.632576307514682e-05,0.06982722878456116,18.554071187973022
38042,63,0.7829079721069336,0.71886,0.9301520030975342,0.686,7.632576307514682e-05,0.06982722878456116,18.471787691116333
38042,64,0.7746701953315734,0.7199,0.9172446809768676,0.6895,6.106060754973441e-05,0.06981290876865387,18.347652673721313
38042,65,0.75086341381073,0.73182,0.9062975452423095,0.6899,6.106060754973441e-05,0.06981290876865387,18.382086753845215
38042,66,0.7429865166091919,0.73662,0.9270076315879822,0.6912,7.327272760448977e-05,0.06982031464576721,18.472477436065674
38042,67,0.7429161515426635,0.73378,0.914648635005951,0.6933,7.327272760448977e-05,0.06982031464576721,18.36893939971924
38042,68,0.7350373166275025,0.73696,0.9051885405540466,0.6941,5.861818135599606e-05,0.06981807947158813,18.528387546539307
38042,69,0.7183126413345337,0.74336,0.9068941937446594,0.691,5.861818135599606e-05,0.06981807947158813,18.265774488449097
38042,70,0.7061933365249634,0.74654,0.9027949419021607,0.6946,4.689454362960532e-05,0.06981342285871506,18.54823064804077
38042,71,0.6831143902206421,0.75562,0.8994831103324891,0.6995,4.689454362960532e-05,0.06981342285871506,18.56202507019043
38042,72,0.6792681310081482,0.75628,0.9102943195343017,0.6947,3.75156341760885e-05,0.06980469822883606,18.703025102615356
38042,73,0.6669385343170166,0.7623,0.9043259328842163,0.7015,3.75156341760885e-05,0.06980469822883606,18.391098022460938
38042,74,0.6542889220046997,0.76596,0.8970292514801025,0.7017,3.0012506613275036e-05,0.0698009729385376,18.571484327316284
38042,75,0.647930584449768,0.76612,0.903531283569336,0.7006,3.0012506613275036e-05,0.0698009729385376,18.688576698303223
38042,76,0.6437265807533264,0.76894,0.9050695261955262,0.6982,2.401000529062003e-05,0.06980019062757492,18.788135528564453
38042,77,0.6324834064865112,0.77374,0.8978236006736755,0.7043,2.401000529062003e-05,0.06980019062757492,18.46787166595459
38042,78,0.6255952579498291,0.77464,0.9050921996116639,0.7037,1.9208004232496023e-05,0.06979458034038544,18.593473434448242
38042,79,0.6154433383178711,0.78118,0.897710918045044,0.7042,1.9208004232496023e-05,0.06979458034038544,18.493639945983887
38042,80,0.6139196435737609,0.77952,0.8964793497085571,0.703,2.3049604351399466e-05,0.06978599727153778,18.551100969314575
38042,81,0.6170405833244323,0.77868,0.9083786240577698,0.6988,2.3049604351399466e-05,0.06978599727153778,18.709038257598877
38042,82,0.6107984996986389,0.7821,0.9007583213806152,0.7085,2.765952558547724e-05,0.0697866827249527,18.623347520828247
38042,83,0.6120004670333862,0.7808,0.8971042869567871,0.7057,2.765952558547724e-05,0.0697866827249527,18.423766136169434
38042,84,0.6083886758613587,0.78166,0.8953633336067199,0.7074,2.2127620468381792e-05,0.06979198753833771,18.461397171020508
38042,85,0.6047621578598023,0.78324,0.9175771306037903,0.7016,2.2127620468381792e-05,0.06979198753833771,18.437855005264282
38042,86,0.5966403955459595,0.78706,0.9095343919754029,0.7027,2.6553145289653912e-05,0.06978315860033035,18.48032236099243
38042,87,0.5980420543289184,0.78502,0.9077072703361512,0.7058,2.6553145289653912e-05,0.06978315860033035,18.367319107055664
38042,88,0.5925012820625305,0.78816,0.9088243608474731,0.7037,3.186377580277622e-05,0.06977762281894684,18.532620429992676
38042,89,0.595969621515274,0.78566,0.9075343347549438,0.7081,3.186377580277622e-05,0.06977762281894684,18.52348518371582
217401,0,1.99835172416687,0.24076,1.723308649635315,0.3657,0.00039599998854100704,0.07002970576286316,18.729074478149414
217401,1,1.7434676621246339,0.3467,1.7138481115341186,0.376,0.00039599998854100704,0.07002970576286316,18.458277225494385
217401,2,1.646849993019104,0.38956,1.5776133768081666,0.4226,0.00047519998042844236,0.07006431370973587,18.63913631439209
217401,3,1.6108886730575562,0.40718,1.5047205812454223,0.4502,0.00047519998042844236,0.07006431370973587,18.302831411361694
217401,4,1.560977378463745,0.42572,1.5133271677017213,0.4448,0.00038015999598428607,0.070140041410923,18.704840183258057
217401,5,1.508908176765442,0.4487,1.4250487342834472,0.4828,0.00038015999598428607,0.070140041410923,18.50686025619507
217401,6,1.4826485469818116,0.45926,1.475475695991516,0.4577,0.0003041279851458967,0.07020750641822815,18.476081132888794
217401,7,1.4431293655776978,0.47244,1.3811040536880492,0.4942,0.0003041279851458967,0.07020750641822815,18.45455503463745
217401,8,1.4220309952163697,0.4819,1.3870831924438476,0.4946,0.0003649535938166082,0.07020503282546997,18.60968041419983
217401,9,1.416890453414917,0.48612,1.4206149415969849,0.4839,0.0003649535938166082,0.07020503282546997,18.66551160812378
217401,10,1.4038854545211792,0.4888,1.3639460622787476,0.5027,0.00043794431257992983,0.07019021362066269,18.504973888397217
217401,11,1.4009434713363647,0.48848,1.3577359580993653,0.5069,0.00043794431257992983,0.07019021362066269,18.633867263793945
217401,12,1.3842875717926026,0.49662,1.3411106414794922,0.5144,0.00035035546170547605,0.07018421590328217,18.470285892486572
217401,13,1.3531952967071532,0.50762,1.2991835298538208,0.5266,0.00035035546170547605,0.07018421590328217,18.61581778526306
217401,14,1.3344398111343383,0.51598,1.325915280532837,0.5178,0.00042042654240503907,0.07013551890850067,18.528855323791504
217401,15,1.336732529258728,0.51438,1.3003732484817505,0.5245,0.00042042654240503907,0.07013551890850067,18.416982412338257
217401,16,1.3226278845214843,0.51956,1.2960262271881104,0.5367,0.0005045118741691113,0.07009587436914444,18.520843505859375
217401,17,1.334853037147522,0.51612,1.3361686170578002,0.5178,0.0005045118741691113,0.07009587436914444,18.492354154586792
217401,18,1.3133533431243896,0.52734,1.2733131130218507,0.547,0.0006054142722859979,0.07013490051031113,18.65024995803833
217401,19,1.3235376312637328,0.52074,1.3017880578994752,0.5363,0.0006054142722859979,0.07013490051031113,18.622461080551147
217401,20,1.3110094611358643,0.52708,1.3087970849990844,0.5259,0.0007264971500262618,0.07011812925338745,18.662363052368164
217401,21,1.3198883141708373,0.52334,1.2835561470031738,0.5402,0.0007264971500262618,0.07011812925338745,18.64258885383606
217401,22,1.302911914176941,0.5302,1.257425754737854,0.543,0.000871796568389982,0.07015116512775421,18.62840962409973
217401,23,1.3126555410003662,0.52404,1.2985658086776732,0.5312,0.000871796568389982,0.07015116512775421,18.56132411956787
217401,24,1.3024852773666382,0.52974,1.271111633682251,0.541,0.0006974372663535178,0.07018154114484787,18.783879280090332
217401,25,1.2496051158905028,0.54948,1.1951456090927124,0.5675,0.0006974372663535178,0.07018154114484787,18.57352590560913
217401,26,1.23323123298645,0.55354,1.1997989952087402,0.571,0.0005579498247243464,0.07018561661243439,18.610503435134888
217401,27,1.187663259086609,0.57086,1.1751889459609985,0.5798,0.0005579498247243464,0.07018561661243439,18.573546409606934
217401,28,1.1670346502685547,0.5784,1.18636451587677,0.5838,0.0006695397896692157,0.07019839435815811,18.619385719299316
217401,29,1.1712827449798584,0.58088,1.1596136894226075,0.5833,0.0006695397896692157,0.07019839435815811,18.424082040786743
217401,30,1.1580454747390747,0.5824,1.1412146928787232,0.588,0.0005356318433769047,0.07019463181495667,18.638161659240723
217401,31,1.1095536673736572,0.60272,1.1072716951370238,0.612,0.0005356318433769047,0.07019463181495667,18.67579174041748
217401,32,1.0821247421264648,0.61016,1.07280671043396,0.6179,0.0006427582120522857,0.0701792985200882,18.556082487106323
217401,33,1.0954385639190674,0.606,1.1397914657592774,0.5941,0.0006427582120522857,0.0701792985200882,18.611395597457886
217401,34,1.0783139945220948,0.61218,1.109602099609375,0.6078,0.0005142065929248929,0.07015169411897659,18.599316120147705
217401,35,1.0260333444976806,0.63096,1.028137572479248,0.6373,0.0005142065929248929,0.07015169411897659,18.627450704574585
217401,36,1.0083850736236573,0.63696,1.0452016666412354,0.6276,0.00041136526851914823,0.07016571611166,18.95072364807129
217401,37,0.9660725377082825,0.65378,0.9882780618667603,0.6535,0.00041136526851914823,0.07016571611166,18.69979214668274
217401,38,0.9468512693023682,0.6599,0.981057250213623,0.6493,0.00044015294406563044,0.07018360495567322,18.589138507843018
217401,39,0.9342133817291259,0.66486,0.9859772216796875,0.6504,0.00044015294406563044,0.07018360495567322,18.617732286453247
217401,40,0.9237872112846375,0.66802,0.9737059890747071,0.6524,0.0005281835328787565,0.07018375396728516,18.624815464019775
217401,41,0.9308417475700378,0.66392,1.0054883126258851,0.6445,0.0005281835328787565,0.07018375396728516,18.526252031326294
217401,42,0.9213584876251221,0.67034,0.9823477227210998,0.6557,0.00063382025109604,0.07018780708312988,18.522539615631104
217401,43,0.9293842802047729,0.666,1.0066266090393066,0.6446,0.00063382025109604,0.07018780708312988,18.562208652496338
217401,44,0.9179375691223145,0.67208,0.959931939792633,0.6624,0.0005070561892352998,0.07016841322183609,18.510703325271606
217401,45,0.8709458204269409,0.6864,0.9429136234283447,0.6673,0.0005070561892352998,0.07016841322183609,18.479793310165405
217401,46,0.8537287571525574,0.695,0.9197508979797363,0.679,0.000608467438723892,0.07013826817274094,18.538151741027832
217401,47,0.8685035740280151,0.6891,0.9882743137359619,0.6563,0.000608467438723892,0.07013826817274094,18.47452998161316
217401,48,0.8606287168693543,0.69378,0.9429018559455872,0.6744,0.00048677396262064576,0.07014216482639313,18.65919542312622
217401,49,0.8126561646652222,0.7101,0.9217018355369568,0.6783,0.00048677396262064576,0.07014216482639313,18.640267372131348
217401,50,0.7989089860534668,0.71156,0.9087596821784973,0.6825,0.0005841287784278393,0.0701529011130333,18.406550884246826
217401,51,0.8085730452156067,0.70966,0.9283140111923218,0.6743,0.0005841287784278393,0.0701529011130333,18.65482211112976
217401,52,0.8033762140083313,0.71136,0.9445198957443237,0.6688,0.000700954522471875,0.070159912109375,18.58654546737671
217401,53,0.8239495455741882,0.7066,0.9320206880569458,0.6726,0.000700954522471875,0.070159912109375,18.475435733795166
217401,54,0.8153960156059266,0.70824,0.9419368589401245,0.6776,0.0005607636412605643,0.0701998919248581,18.475197076797485
217401,55,0.7669992759895324,0.7242,0.9067274047851562,0.6878,0.0005607636412605643,0.0701998919248581,18.6427583694458
217401,56,0.7553531089782715,0.73136,0.8926746667861939,0.6912,0.00044861092464998364,0.07021542638540268,18.75407862663269
217401,57,0.7037282292556762,0.74954,0.9081778470993042,0.6947,0.00044861092464998364,0.07021542638540268,18.409142017364502
217401,58,0.6891138587379455,0.7544,0.8688578977584839,0.7054,0.0003588887338992208,0.0702076405286789,18.61632776260376
217401,59,0.6425136436271668,0.76892,0.8794889609336853,0.704,0.0003588887338992208,0.0702076405286789,18.376280546188354
